email,course,hw_num,hw_grade,hw_details,exam_num,exam_details,exam_grade
mf6881@nittany.edu,MATH231,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
mk4451@nittany.edu,IST128,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
mk4451@nittany.edu,CHEM110,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
mk4451@nittany.edu,CSE583,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
sm5255@nittany.edu,ECON102,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
sm5255@nittany.edu,MATH231,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
sm5255@nittany.edu,CMPEN411,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
rb2832@nittany.edu,CMPSC132,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
rb2832@nittany.edu,CMPEN362,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
rb2832@nittany.edu,ECON102,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
jr3224@nittany.edu,EE330,1.0,87.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,87.0
jr3224@nittany.edu,ECON101,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
jr3224@nittany.edu,STAT318,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
kt2050@nittany.edu,EE352,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
kt2050@nittany.edu,CMPEN270,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
kt2050@nittany.edu,CSE583,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
wd2661@nittany.edu,CHEM112,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
wd2661@nittany.edu,CHEM110,1.0,63.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,63.0
wd2661@nittany.edu,EE330,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
rf1975@nittany.edu,CMPSC311,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
rf1975@nittany.edu,EE311,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
rf1975@nittany.edu,STAT318,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
mn9410@nittany.edu,CMPEN351,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
mn9410@nittany.edu,CMPSC475,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
mn9410@nittany.edu,PHYS213,1.0,94.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,94.0
sr4229@nittany.edu,CMPEN270,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
sr4229@nittany.edu,EE211,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
sr4229@nittany.edu,DS120,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
tm5315@nittany.edu,ECON201,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
tm5315@nittany.edu,STAT414,1.0,94.0,Turn in this homework online!,1.0,,94.0
tm5315@nittany.edu,IST110,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
ls2077@nittany.edu,DS220,1.0,65.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,65.0
ls2077@nittany.edu,PHYS214,1.0,92.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,92.0
ls2077@nittany.edu,EE211,1.0,64.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,64.0
rr4724@nittany.edu,IST110,1.0,70.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,70.0
rr4724@nittany.edu,CMPSC311,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
rr4724@nittany.edu,STAT318,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
qj6035@nittany.edu,CMPSC461,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
qj6035@nittany.edu,PHYS214,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
qj6035@nittany.edu,CMPSC448,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
jp6334@nittany.edu,ECON101,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
jp6334@nittany.edu,EE311,1.0,69.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,69.0
jp6334@nittany.edu,MATH140,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
ms6805@nittany.edu,STAT318,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
ms6805@nittany.edu,CHEM112,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
ms6805@nittany.edu,CMPEN431,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
sm4829@nittany.edu,CMPEN270,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
sm4829@nittany.edu,STAT318,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
sm4829@nittany.edu,CMPEN441,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
mp8264@nittany.edu,CMPSC311,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
mp8264@nittany.edu,CMPEN270,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
mp8264@nittany.edu,PHYS212,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
md9837@nittany.edu,CMPEN411,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
md9837@nittany.edu,MATH140,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
md9837@nittany.edu,CSE543,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
mc9587@nittany.edu,STAT319,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
mc9587@nittany.edu,DS120,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
mc9587@nittany.edu,EE352,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
wa5127@nittany.edu,CMPEN351,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
wa5127@nittany.edu,CMPEN270,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
wa5127@nittany.edu,EE212,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
mp8748@nittany.edu,CMPSC360,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
mp8748@nittany.edu,CMPEN431,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
mp8748@nittany.edu,MATH231,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
vl5929@nittany.edu,CMPSC497,1.0,80.0,Turn in this homework online!,1.0,,80.0
vl5929@nittany.edu,CMPSC448,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
vl5929@nittany.edu,EE211,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
md8760@nittany.edu,CMPEN362,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
md8760@nittany.edu,CMPSC497,1.0,91.0,Turn in this homework online!,1.0,,91.0
md8760@nittany.edu,PHYS214,1.0,65.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,65.0
rh1754@nittany.edu,EE211,1.0,76.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,76.0
rh1754@nittany.edu,CHEM111,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
rh1754@nittany.edu,CMPSC360,1.0,100.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,100.0
mc2699@nittany.edu,CHEM112,1.0,77.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,77.0
mc2699@nittany.edu,CMPEN362,1.0,87.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,87.0
mc2699@nittany.edu,CMPSC311,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
jh9891@nittany.edu,EE212,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
jh9891@nittany.edu,CSE583,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
jh9891@nittany.edu,PHYS214,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
iv6531@nittany.edu,CMPEN362,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
iv6531@nittany.edu,CSE583,1.0,65.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,65.0
iv6531@nittany.edu,CMPSC465,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
ir2135@nittany.edu,PHYS211,1.0,69.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,69.0
ir2135@nittany.edu,EE311,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
ir2135@nittany.edu,ECON201,1.0,63.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,63.0
mr1874@nittany.edu,CHEM110,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
mr1874@nittany.edu,CMPEN441,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
mr1874@nittany.edu,ECON102,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
rr7213@nittany.edu,CMPSC448,1.0,94.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,94.0
rr7213@nittany.edu,MATH140,1.0,76.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,76.0
rr7213@nittany.edu,CMPEN431,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
rh6801@nittany.edu,EE353,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
rh6801@nittany.edu,CSE583,1.0,92.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,92.0
rh6801@nittany.edu,CMPEN454,1.0,68.0,Turn in this homework online!,1.0,,68.0
mj1770@nittany.edu,DS120,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
mj1770@nittany.edu,CHEM111,1.0,81.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,81.0
mj1770@nittany.edu,CHEM110,1.0,70.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,70.0
mm6107@nittany.edu,ECON201,1.0,100.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,100.0
mm6107@nittany.edu,STAT319,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
mm6107@nittany.edu,CMPEN441,1.0,94.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,94.0
ma4550@nittany.edu,CMPEN331,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
ma4550@nittany.edu,CMPSC132,1.0,63.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,63.0
ma4550@nittany.edu,ECON101,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
jm2995@nittany.edu,EE340,1.0,65.0,Turn in this homework online!,1.0,,65.0
jm2995@nittany.edu,CHEM111,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
jm2995@nittany.edu,ECON102,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
mz7054@nittany.edu,CMPEN362,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
mz7054@nittany.edu,CMPSC448,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
mz7054@nittany.edu,STAT318,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
km3504@nittany.edu,CHEM110,1.0,79.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,79.0
km3504@nittany.edu,CMPSC431W,1.0,93.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,93.0
km3504@nittany.edu,EE212,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
om9683@nittany.edu,CMPSC221,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
om9683@nittany.edu,ECON102,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
om9683@nittany.edu,EE352,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
jm6846@nittany.edu,MATH230,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
jm6846@nittany.edu,CMPSC132,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
jm6846@nittany.edu,ECON102,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
jk4828@nittany.edu,CMPEN431,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
jk4828@nittany.edu,CMPEN362,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
jk4828@nittany.edu,CMPEN270,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
rl4225@nittany.edu,CMPEN362,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
rl4225@nittany.edu,CMPEN351,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
rl4225@nittany.edu,ECON201,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
mg8599@nittany.edu,IST128,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
mg8599@nittany.edu,CHEM111,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
mg8599@nittany.edu,ECON102,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
lb9630@nittany.edu,DS120,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
lb9630@nittany.edu,CSE543,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
lb9630@nittany.edu,CMPSC311,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
pp1200@nittany.edu,PHYS211,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
pp1200@nittany.edu,CMPSC475,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
pp1200@nittany.edu,EE340,1.0,64.0,Turn in this homework online!,1.0,,64.0
sw4720@nittany.edu,CSE583,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
sw4720@nittany.edu,STAT415,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
sw4720@nittany.edu,STAT319,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
lm1801@nittany.edu,DS220,1.0,82.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,82.0
lm1801@nittany.edu,CSE543,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
lm1801@nittany.edu,MATH230,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
mh9954@nittany.edu,EE211,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
mh9954@nittany.edu,CMPSC475,1.0,62.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,62.0
mh9954@nittany.edu,PHYS213,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
kw1386@nittany.edu,CMPSC311,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
kw1386@nittany.edu,CMPEN454,1.0,100.0,Turn in this homework online!,1.0,,100.0
kw1386@nittany.edu,EE330,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
pa6499@nittany.edu,IST558,1.0,98.0,Turn in this homework online!,1.0,,98.0
pa6499@nittany.edu,CHEM110,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
pa6499@nittany.edu,ECON101,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
sw3767@nittany.edu,EE211,1.0,65.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,65.0
sw3767@nittany.edu,CMPEN331,1.0,65.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,65.0
sw3767@nittany.edu,EE352,1.0,87.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,87.0
rl7115@nittany.edu,IST110,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
rl7115@nittany.edu,CMPSC132,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
rl7115@nittany.edu,CMPEN331,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
sb4094@nittany.edu,EE211,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
sb4094@nittany.edu,CSE543,1.0,60.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,60.0
sb4094@nittany.edu,EE352,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
lm3612@nittany.edu,MATH141,1.0,65.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,65.0
lm3612@nittany.edu,EE330,1.0,74.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,74.0
lm3612@nittany.edu,CSE543,1.0,71.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,71.0
mm7898@nittany.edu,STAT319,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
mm7898@nittany.edu,CMPSC461,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
mm7898@nittany.edu,DS220,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
sd7475@nittany.edu,EE340,1.0,75.0,Turn in this homework online!,1.0,,75.0
sd7475@nittany.edu,STAT319,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
sd7475@nittany.edu,CMPSC360,1.0,93.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,93.0
mz3667@nittany.edu,CHEM110,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
mz3667@nittany.edu,CSE543,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
mz3667@nittany.edu,EE330,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
mo1767@nittany.edu,CSE583,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
mo1767@nittany.edu,MATH230,1.0,75.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,75.0
mo1767@nittany.edu,PHYS213,1.0,100.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,100.0
ms1481@nittany.edu,ECON101,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
ms1481@nittany.edu,STAT414,1.0,65.0,Turn in this homework online!,1.0,,65.0
ms1481@nittany.edu,EE320,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
wr2752@nittany.edu,DS120,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
wr2752@nittany.edu,EE320,1.0,92.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,92.0
wr2752@nittany.edu,CMPEN362,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
ou9392@nittany.edu,MATH141,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
ou9392@nittany.edu,CMPSC221,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
ou9392@nittany.edu,CMPEN331,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
ml9111@nittany.edu,DS220,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
ml9111@nittany.edu,EE211,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
ml9111@nittany.edu,PHYS213,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
lh5555@nittany.edu,ECON102,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
lh5555@nittany.edu,CMPSC448,1.0,63.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,63.0
lh5555@nittany.edu,MATH140,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
rs3074@nittany.edu,CMPEN411,1.0,89.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,89.0
rs3074@nittany.edu,STAT319,1.0,92.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,92.0
rs3074@nittany.edu,CMPEN331,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
mb2986@nittany.edu,STAT319,1.0,90.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,90.0
mb2986@nittany.edu,EE353,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
mb2986@nittany.edu,MATH141,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
mh2194@nittany.edu,DS120,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
mh2194@nittany.edu,CMPEN351,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
mh2194@nittany.edu,CMPEN270,1.0,87.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,87.0
sg9224@nittany.edu,ECON201,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
sg9224@nittany.edu,EE210,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
sg9224@nittany.edu,CMPSC131,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
sl9147@nittany.edu,CHEM111,1.0,70.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,70.0
sl9147@nittany.edu,CMPSC465,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
sl9147@nittany.edu,CSE583,1.0,63.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,63.0
tz1637@nittany.edu,EE352,1.0,94.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,94.0
tz1637@nittany.edu,CMPSC131,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
tz1637@nittany.edu,PHYS211,1.0,61.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,61.0
bk5477@nittany.edu,ECON102,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
bk5477@nittany.edu,CMPEN454,1.0,80.0,Turn in this homework online!,1.0,,80.0
bk5477@nittany.edu,CMPEN411,1.0,80.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,80.0
af2362@nittany.edu,EE211,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
af2362@nittany.edu,CMPSC360,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
af2362@nittany.edu,MATH231,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
at5855@nittany.edu,DS120,1.0,87.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,87.0
at5855@nittany.edu,STAT414,1.0,71.0,Turn in this homework online!,1.0,,71.0
at5855@nittany.edu,CMPSC475,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
bb2708@nittany.edu,CMPEN441,1.0,89.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,89.0
bb2708@nittany.edu,CMPSC461,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
bb2708@nittany.edu,CHEM112,1.0,76.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,76.0
ab1769@nittany.edu,DS220,1.0,72.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,72.0
ab1769@nittany.edu,CMPSC461,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
ab1769@nittany.edu,CMPSC132,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
as5959@nittany.edu,EE352,1.0,67.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,67.0
as5959@nittany.edu,CMPEN431,1.0,78.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,78.0
as5959@nittany.edu,EE330,1.0,86.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,86.0
as3517@nittany.edu,EE353,1.0,73.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,73.0
as3517@nittany.edu,CMPSC475,1.0,76.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,76.0
as3517@nittany.edu,PHYS214,1.0,70.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,70.0
am9248@nittany.edu,CHEM110,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
am9248@nittany.edu,EE330,1.0,69.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,69.0
am9248@nittany.edu,CSE543,1.0,96.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,96.0
ab2069@nittany.edu,EE353,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
ab2069@nittany.edu,DS120,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
ab2069@nittany.edu,EE320,1.0,69.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,69.0
ab3353@nittany.edu,IST110,1.0,88.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,88.0
ab3353@nittany.edu,DS120,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
ab3353@nittany.edu,CMPSC448,1.0,93.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,93.0
ag4144@nittany.edu,MATH231,1.0,84.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,84.0
ag4144@nittany.edu,DS220,1.0,68.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,68.0
ag4144@nittany.edu,CHEM112,1.0,83.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,83.0
ae4536@nittany.edu,CMPSC497,1.0,86.0,Turn in this homework online!,1.0,,86.0
ae4536@nittany.edu,STAT319,1.0,91.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,91.0
ae4536@nittany.edu,CMPEN454,1.0,65.0,Turn in this homework online!,1.0,,65.0
as6603@nittany.edu,CSE583,1.0,97.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,97.0
as6603@nittany.edu,PHYS212,1.0,92.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,92.0
as6603@nittany.edu,CMPEN351,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
as6904@nittany.edu,DS220,1.0,94.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,94.0
as6904@nittany.edu,CMPEN362,1.0,98.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,98.0
as6904@nittany.edu,ECON101,1.0,85.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,85.0
ah4627@nittany.edu,IST128,1.0,95.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,95.0
ah4627@nittany.edu,IST110,1.0,66.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,66.0
ah4627@nittany.edu,CMPSC132,1.0,99.0,Turn in this homework online!,1.0,Closed book exam for 100 marks,99.0
